zip,BDY,DEM,GRE,IND,LIB,REP,total,d_share
80632,0.0,1050.0,0.0,0.0,0.0,2708.0,3758.0,0.27940393826503457
80633,0.0,0.0,0.0,0.0,0.0,910.0,910.0,0.0
80634,0.0,29943.0,0.0,0.0,0.0,31380.0,61323.0,0.4882833520864928
80639,0.0,115.0,0.0,0.0,0.0,0.0,115.0,1.0
80640,0.0,9569.0,0.0,0.0,0.0,1901.0,11470.0,0.8342632955536181
80642,0.0,1205.0,0.0,0.0,0.0,997.0,2202.0,0.5472297910990009
80643,0.0,900.0,0.0,0.0,0.0,3597.0,4497.0,0.200133422281521
80644,0.0,1303.0,0.0,0.0,0.0,339.0,1642.0,0.7935444579780755
80645,0.0,750.0,0.0,0.0,0.0,16516.0,17266.0,0.043437970578014594
80648,0.0,918.0,0.0,0.0,0.0,1175.0,2093.0,0.4386048733874821
80649,0.0,0.0,0.0,0.0,0.0,560.0,560.0,0.0
80650,0.0,291.0,0.0,0.0,0.0,0.0,291.0,1.0
80651,0.0,2490.0,0.0,0.0,0.0,1844.0,4334.0,0.5745269958467928
80653,0.0,27.0,0.0,0.0,0.0,500.0,527.0,0.051233396584440226
80654,0.0,2665.0,0.0,0.0,0.0,42.0,2707.0,0.9844846693756927
80701,0.0,2582.0,0.0,0.0,0.0,4464.0,7046.0,0.36644904910587567
80720,0.0,348.0,0.0,0.0,0.0,2076.0,2424.0,0.14356435643564355
80722,0.0,200.0,0.0,0.0,0.0,50.0,250.0,0.8
80723,0.0,571.0,0.0,0.0,0.0,173.0,744.0,0.7674731182795699
80728,0.0,0.0,0.0,0.0,0.0,704.0,704.0,0.0
80729,0.0,0.0,0.0,0.0,0.0,476.0,476.0,0.0
80731,0.0,0.0,0.0,0.0,0.0,719.0,719.0,0.0
80733,0.0,25.0,0.0,0.0,0.0,95.0,120.0,0.20833333333333334
80734,0.0,125.0,0.0,0.0,0.0,1250.0,1375.0,0.09090909090909091
80735,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0
80736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80743,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0
80747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80749,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0
80750,0.0,200.0,0.0,0.0,0.0,237.0,437.0,0.4576659038901602
80751,0.0,1870.0,0.0,0.0,0.0,8309.0,10179.0,0.18371156302190786
80758,0.0,39.0,0.0,0.0,0.0,132.0,171.0,0.22807017543859648
80759,0.0,8581.0,0.0,0.0,0.0,0.0,8581.0,1.0
80801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80802,0.0,0.0,0.0,0.0,0.0,146.0,146.0,0.0
80804,0.0,1895.0,0.0,0.0,320.0,920.0,3135.0,0.6044657097288676
80805,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0
80807,0.0,1887.0,0.0,0.0,0.0,3017.0,4904.0,0.3847879282218597
80808,0.0,1125.0,0.0,0.0,0.0,79.0,1204.0,0.9343853820598007
80809,0.0,1666.0,0.0,0.0,0.0,9355.0,11021.0,0.1511659559023682
80810,0.0,0.0,0.0,0.0,0.0,6958.0,6958.0,0.0
80813,0.0,357.0,0.0,0.0,0.0,519.0,876.0,0.4075342465753425
80814,0.0,2424.0,0.0,0.0,0.0,4922.0,7346.0,0.32997549686904437
80815,0.0,0.0,0.0,0.0,0.0,289.0,289.0,0.0
80816,0.0,4199.0,0.0,0.0,0.0,2962.0,7161.0,0.5863706186286831
80817,0.0,4610.0,0.0,0.0,0.0,3893.0,8503.0,0.5421615900270492
80818,0.0,0.0,0.0,0.0,0.0,446.0,446.0,0.0
80819,0.0,1229.0,0.0,0.0,0.0,204.0,1433.0,0.8576413119330076
80820,0.0,2331.0,0.0,0.0,0.0,350.0,2681.0,0.8694516971279374
80821,0.0,620.0,0.0,0.0,0.0,0.0,620.0,1.0
80823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80825,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0
80827,0.0,1270.0,0.0,0.0,0.0,1250.0,2520.0,0.503968253968254
80828,0.0,285.0,0.0,0.0,0.0,2060.0,2345.0,0.12153518123667377
80829,0.0,20216.0,0.0,0.0,0.0,4152.0,24368.0,0.829612606697308
80831,0.0,7724.0,0.0,0.0,0.0,3127.0,10851.0,0.7118237950419316
80833,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0
80836,0.0,420.0,0.0,0.0,0.0,3794.0,4214.0,0.09966777408637874
80840,0.0,665.0,0.0,0.0,0.0,98.0,763.0,0.8715596330275229
80841,0.0,4006.0,0.0,0.0,0.0,0.0,4006.0,1.0
80860,0.0,1381.0,0.0,0.0,0.0,0.0,1381.0,1.0
80861,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0
80863,0.0,17908.0,0.0,0.0,0.0,10855.0,28763.0,0.6226054305879081
80864,0.0,0.0,0.0,0.0,0.0,750.0,750.0,0.0
80866,0.0,215.0,0.0,0.0,0.0,515.0,730.0,0.2945205479452055
80901,0.0,837.0,0.0,0.0,0.0,0.0,837.0,1.0
80902,0.0,176.0,0.0,0.0,0.0,500.0,676.0,0.2603550295857988
80903,0.0,39109.0,0.0,0.0,0.0,16730.0,55839.0,0.7003886172746646
80904,0.0,64779.0,0.0,0.0,0.0,17633.0,82412.0,0.7860384410037373
80905,0.0,27904.0,0.0,0.0,0.0,4238.0,32142.0,0.868147595046979
80906,0.0,78695.0,0.0,0.0,35.0,51373.0,130103.0,0.6048669131380522
80907,0.0,42515.0,0.0,0.0,0.0,6569.0,49084.0,0.8661682014505745
80908,0.0,23700.0,0.0,0.0,0.0,41841.0,65541.0,0.3616057124547993
80909,0.0,27521.0,0.0,0.0,1725.0,6236.0,35482.0,0.7756327151795277
80910,0.0,11498.0,0.0,0.0,0.0,297.0,11795.0,0.9748198389147944
80911,0.0,9488.0,0.0,0.0,549.0,8118.0,18155.0,0.5226108510052327
80914,0.0,1356.0,0.0,0.0,0.0,0.0,1356.0,1.0
80915,0.0,12392.0,0.0,0.0,500.0,9335.0,22227.0,0.5575201331713682
80916,0.0,8124.0,0.0,0.0,250.0,3010.0,11384.0,0.713633169360506
80917,0.0,14115.0,0.0,0.0,0.0,9147.0,23262.0,0.6067835955635801
80918,340.0,34737.0,0.0,0.0,0.0,42895.0,77972.0,0.44550607910531986
80919,0.0,47695.0,0.0,0.0,0.0,50576.0,98271.0,0.4853415554944999
80920,0.0,35215.0,0.0,0.0,0.0,44567.0,79782.0,0.44139028853626133
80921,0.0,34872.0,0.0,0.0,0.0,55440.0,90312.0,0.3861280892904597
80922,0.0,14197.0,0.0,0.0,0.0,5537.0,19734.0,0.7194182628965238
80923,0.0,13340.0,0.0,0.0,0.0,9278.0,22618.0,0.589795737907861
80924,0.0,10828.0,0.0,0.0,0.0,6912.0,17740.0,0.6103720405862457
80925,0.0,685.0,0.0,0.0,0.0,2218.0,2903.0,0.2359627971064416
80926,0.0,2478.0,0.0,0.0,0.0,4041.0,6519.0,0.3801196502531063
80927,0.0,1500.0,0.0,0.0,0.0,678.0,2178.0,0.6887052341597796
80928,0.0,75.0,0.0,0.0,0.0,982.0,1057.0,0.07095553453169347
80929,0.0,0.0,0.0,0.0,0.0,490.0,490.0,0.0
80930,0.0,100.0,0.0,0.0,0.0,63.0,163.0,0.6134969325153374
80931,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0
80932,0.0,0.0,0.0,0.0,0.0,308.0,308.0,0.0
80933,0.0,750.0,0.0,0.0,0.0,408.0,1158.0,0.6476683937823834
80934,0.0,1095.0,0.0,0.0,0.0,0.0,1095.0,1.0
80935,0.0,1405.0,0.0,0.0,0.0,0.0,1405.0,1.0
80936,0.0,150.0,0.0,0.0,0.0,2703.0,2853.0,0.052576235541535225
80937,0.0,405.0,0.0,0.0,0.0,78.0,483.0,0.8385093167701864
80938,0.0,181.0,0.0,0.0,0.0,0.0,181.0,1.0
80946,0.0,158.0,0.0,0.0,0.0,0.0,158.0,1.0
80949,0.0,0.0,0.0,0.0,0.0,444.0,444.0,0.0
80951,0.0,2719.0,0.0,0.0,0.0,642.0,3361.0,0.8089854210056531
80960,0.0,5020.0,0.0,0.0,0.0,402.0,5422.0,0.9258576171154556
80962,0.0,1021.0,0.0,0.0,0.0,125.0,1146.0,0.8909249563699826
80970,0.0,0.0,0.0,0.0,0.0,380.0,380.0,0.0
81001,0.0,10988.0,0.0,0.0,0.0,3810.0,14798.0,0.7425327746992837
81002,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0
81003,0.0,9484.0,0.0,0.0,0.0,0.0,9484.0,1.0
81004,0.0,10238.0,0.0,0.0,300.0,0.0,10538.0,0.9715315999240842
81005,0.0,9499.0,0.0,0.0,0.0,184004.0,193503.0,0.049089678196203676
81006,0.0,3616.0,0.0,0.0,0.0,4726.0,8342.0,0.4334691920402781
81007,0.0,11596.0,0.0,0.0,300.0,13404.0,25300.0,0.4583399209486166
81008,0.0,8725.0,0.0,0.0,0.0,5881.0,14606.0,0.5973572504450226
81010,0.0,50.0,0.0,0.0,0.0,0.0,50.0,1.0
81019,0.0,1018.0,0.0,0.0,0.0,480.0,1498.0,0.6795727636849133
81020,0.0,444.0,0.0,0.0,0.0,988.0,1432.0,0.3100558659217877
81023,0.0,1831.0,0.0,0.0,0.0,874.0,2705.0,0.6768946395563771
81024,0.0,280.0,0.0,0.0,0.0,947.0,1227.0,0.22819885900570497
81025,0.0,246.0,0.0,0.0,0.0,0.0,246.0,1.0
81029,0.0,0.0,0.0,0.0,0.0,242.0,242.0,0.0
81033,0.0,600.0,0.0,0.0,0.0,0.0,600.0,1.0
81036,0.0,155.0,0.0,0.0,0.0,699.0,854.0,0.18149882903981265
81039,0.0,1275.0,0.0,0.0,400.0,3500.0,5175.0,0.2463768115942029
81040,0.0,2026.0,0.0,0.0,0.0,0.0,2026.0,1.0
81041,0.0,541.0,0.0,0.0,0.0,0.0,541.0,1.0
81050,0.0,3144.0,0.0,0.0,0.0,2734.0,5878.0,0.5348758080979925
81052,0.0,9952.0,0.0,0.0,0.0,694.0,10646.0,0.9348111966935938
81054,0.0,1995.0,0.0,0.0,0.0,491.0,2486.0,0.8024939662107804
81055,0.0,8267.0,0.0,0.0,0.0,0.0,8267.0,1.0
81057,0.0,0.0,0.0,0.0,0.0,750.0,750.0,0.0
81058,0.0,0.0,0.0,0.0,0.0,360.0,360.0,0.0
81059,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
81062,0.0,0.0,0.0,0.0,0.0,667.0,667.0,0.0
81063,0.0,125.0,0.0,0.0,0.0,570.0,695.0,0.17985611510791366
81067,0.0,680.0,0.0,0.0,0.0,158.0,838.0,0.8114558472553699
81069,0.0,475.0,0.0,0.0,0.0,1052.0,1527.0,0.31106745252128354
81073,0.0,1650.0,0.0,0.0,250.0,2050.0,3950.0,0.4177215189873418
81077,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1.0
81082,0.0,10026.0,0.0,0.0,0.0,11324.0,21350.0,0.4696018735362998
81089,0.0,5138.0,0.0,0.0,0.0,0.0,5138.0,1.0
81090,0.0,250.0,0.0,0.0,0.0,0.0,250.0,1.0
81091,0.0,306.0,0.0,0.0,0.0,850.0,1156.0,0.2647058823529412
81092,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0
81101,0.0,7787.0,0.0,0.0,0.0,621.0,8408.0,0.9261417697431018
81120,0.0,1349.0,0.0,0.0,0.0,0.0,1349.0,1.0
81121,0.0,328.0,0.0,0.0,0.0,0.0,328.0,1.0
81122,0.0,15238.0,0.0,0.0,0.0,8472.0,23710.0,0.6426824124841839
81123,0.0,200.0,0.0,0.0,0.0,0.0,200.0,1.0
81125,0.0,25.0,0.0,0.0,0.0,2050.0,2075.0,0.012048192771084338
81128,0.0,149.0,0.0,0.0,0.0,0.0,149.0,1.0
81130,0.0,1481.0,0.0,0.0,0.0,0.0,1481.0,1.0
81131,0.0,18096.0,0.0,0.0,0.0,0.0,18096.0,1.0
81132,0.0,3411.0,0.0,0.0,0.0,0.0,3411.0,1.0
81133,0.0,546.0,0.0,0.0,0.0,0.0,546.0,1.0
81137,0.0,1760.0,0.0,0.0,0.0,6085.0,7845.0,0.22434671765455705
81138,0.0,1124.0,0.0,0.0,0.0,0.0,1124.0,1.0
81140,0.0,462.0,0.0,0.0,0.0,0.0,462.0,1.0
81141,0.0,2100.0,0.0,0.0,0.0,60.0,2160.0,0.9722222222222222
81143,0.0,1292.0,0.0,0.0,0.0,180.0,1472.0,0.8777173913043478
81144,0.0,1784.0,0.0,0.0,0.0,2461.0,4245.0,0.4202591283863369
81146,0.0,500.0,0.0,0.0,0.0,3802.0,4302.0,0.11622501162250116
81147,0.0,38532.0,0.0,0.0,0.0,18572.0,57104.0,0.6747688428131129
81149,0.0,619.0,0.0,0.0,0.0,0.0,619.0,1.0
81151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81152,0.0,835.0,0.0,0.0,0.0,0.0,835.0,1.0
81154,0.0,1156.0,0.0,0.0,0.0,870.0,2026.0,0.5705824284304047
81155,0.0,570.0,0.0,0.0,0.0,0.0,570.0,1.0
81157,0.0,126.0,0.0,0.0,0.0,0.0,126.0,1.0
81201,0.0,29156.0,0.0,0.0,0.0,1466.0,30622.0,0.9521259225393508
81210,0.0,150.0,0.0,0.0,0.0,0.0,150.0,1.0
81211,0.0,10185.0,0.0,0.0,0.0,4423.0,14608.0,0.6972207009857613
81212,0.0,20526.0,0.0,0.0,0.0,20569.0,41095.0,0.49947682199780996
81215,0.0,687.0,0.0,0.0,0.0,1073.0,1760.0,0.39034090909090907
81220,0.0,40.0,0.0,0.0,0.0,0.0,40.0,1.0
81222,0.0,607.0,0.0,0.0,0.0,5600.0,6207.0,0.0977928145642017
81223,0.0,3801.0,0.0,0.0,0.0,865.0,4666.0,0.8146163737676811
81224,0.0,22345.0,0.0,0.0,0.0,10200.0,32545.0,0.6865878015056076
81225,0.0,327.0,0.0,0.0,0.0,0.0,327.0,1.0
81226,0.0,3043.0,0.0,0.0,0.0,527.0,3570.0,0.8523809523809524
81230,0.0,12737.0,0.0,0.0,0.0,5469.0,18206.0,0.699604525980446
81231,0.0,70.0,0.0,0.0,0.0,0.0,70.0,1.0
81232,0.0,1350.0,0.0,0.0,0.0,0.0,1350.0,1.0
81233,0.0,1017.0,0.0,0.0,0.0,0.0,1017.0,1.0
81235,0.0,3260.0,0.0,0.0,0.0,0.0,3260.0,1.0
81236,0.0,4380.0,0.0,0.0,0.0,588.0,4968.0,0.8816425120772947
81240,0.0,2349.0,0.0,0.0,0.0,8266.0,10615.0,0.22129062647197362
81241,0.0,140.0,0.0,0.0,0.0,0.0,140.0,1.0
81242,0.0,1082.0,0.0,0.0,0.0,0.0,1082.0,1.0
81244,0.0,75.0,0.0,0.0,0.0,0.0,75.0,1.0
81251,0.0,501.0,0.0,0.0,0.0,1000.0,1501.0,0.33377748167888077
81252,0.0,5908.0,0.0,0.0,0.0,4227.0,10135.0,0.582930439072521
81253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81260,0.0,2800.0,0.0,0.0,0.0,0.0,2800.0,1.0
81301,0.0,127738.0,354.0,0.0,0.0,30517.0,158609.0,0.8053641344438209
81302,0.0,7691.0,0.0,0.0,0.0,5990.0,13681.0,0.5621665082961772
81303,220.0,8071.0,0.0,0.0,0.0,948.0,9239.0,0.8735793917090594
81320,0.0,140.0,0.0,0.0,0.0,0.0,140.0,1.0
81321,0.0,16185.0,0.0,0.0,0.0,11054.0,27239.0,0.5941848085465693
81323,0.0,10436.0,0.0,0.0,0.0,1506.0,11942.0,0.8738904706079383
81324,0.0,248.0,0.0,0.0,0.0,110.0,358.0,0.6927374301675978
81325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81326,0.0,9412.0,0.0,0.0,0.0,3550.0,12962.0,0.7261225119580311
81327,0.0,0.0,0.0,0.0,0.0,2525.0,2525.0,0.0
81328,0.0,10619.0,0.0,0.0,0.0,12.0,10631.0,0.9988712256608033
81330,0.0,500.0,0.0,0.0,0.0,0.0,500.0,1.0
81331,0.0,37.0,0.0,0.0,0.0,0.0,37.0,1.0
81332,0.0,93.0,0.0,0.0,0.0,0.0,93.0,1.0
81335,0.0,0.0,0.0,225.0,0.0,0.0,225.0,0.0
81401,0.0,13824.0,0.0,0.0,300.0,2883.0,17007.0,0.812841771035456
81402,0.0,505.0,0.0,0.0,0.0,6294.0,6799.0,0.0742756287689366
81403,0.0,18078.0,0.0,0.0,250.0,14544.0,32872.0,0.5499513263567778
81410,0.0,939.0,0.0,0.0,0.0,514.0,1453.0,0.6462491397109429
81413,0.0,3454.0,0.0,0.0,0.0,3739.0,7193.0,0.4801890727095788
81415,0.0,1916.0,0.0,0.0,0.0,1673.0,3589.0,0.5338534410699359
81416,0.0,3104.0,0.0,0.0,0.0,4307.0,7411.0,0.4188368641209014
81418,0.0,422.0,0.0,0.0,0.0,0.0,422.0,1.0
81419,0.0,2707.0,0.0,0.0,0.0,316.0,3023.0,0.8954680780681442
81422,0.0,438.0,0.0,0.0,0.0,0.0,438.0,1.0
81423,0.0,3171.0,0.0,0.0,0.0,672.0,3843.0,0.825136612021858
81424,0.0,500.0,0.0,0.0,0.0,150.0,650.0,0.7692307692307693
81425,0.0,1634.0,0.0,0.0,0.0,693.0,2327.0,0.7021916630855178
81426,0.0,579.0,0.0,0.0,0.0,0.0,579.0,1.0
81427,0.0,7271.0,0.0,0.0,0.0,22.0,7293.0,0.9969834087481146
81428,0.0,12470.0,0.0,0.0,0.0,2375.0,14845.0,0.8400134725496801
81430,0.0,9162.0,0.0,0.0,0.0,0.0,9162.0,1.0
81431,0.0,428.0,0.0,0.0,0.0,250.0,678.0,0.6312684365781711
81432,0.0,17221.0,0.0,0.0,0.0,8320.0,25541.0,0.6742492463098547
81433,0.0,3403.0,0.0,0.0,0.0,0.0,3403.0,1.0
81435,0.0,153837.0,0.0,0.0,0.0,5687.0,159524.0,0.9643501918206665
81501,0.0,23624.0,0.0,0.0,0.0,5209.0,28833.0,0.8193389518953976
81502,0.0,3297.0,0.0,0.0,0.0,3452.0,6749.0,0.4885168173062676
81503,0.0,8002.0,0.0,0.0,0.0,2225.0,10227.0,0.7824386428082527
81504,180.0,10316.0,0.0,0.0,0.0,7879.0,18375.0,0.5614149659863945
81505,0.0,17354.0,0.0,0.0,0.0,10287.0,27641.0,0.627835461813972
81506,300.0,24126.0,0.0,0.0,0.0,10748.0,35174.0,0.6859043611758685
81507,0.0,41809.0,0.0,0.0,0.0,17953.0,59762.0,0.6995917137980656
81520,0.0,3383.0,0.0,0.0,0.0,123.0,3506.0,0.9649172846548774
81521,640.0,13011.0,0.0,0.0,0.0,6492.0,20143.0,0.6459315891376657
81522,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0
81523,0.0,357.0,0.0,0.0,0.0,345.0,702.0,0.5085470085470085
81524,0.0,575.0,0.0,0.0,50.0,877.0,1502.0,0.3828229027962716
81525,0.0,145.0,0.0,0.0,0.0,13572.0,13717.0,0.010570824524312896
81526,0.0,7070.0,0.0,0.0,0.0,2048.0,9118.0,0.7753893397674929
81527,0.0,782.0,0.0,0.0,0.0,734.0,1516.0,0.5158311345646438
81601,0.0,25203.0,0.0,0.0,0.0,11488.0,36691.0,0.6868986945027391
81602,0.0,1213.0,0.0,0.0,0.0,8125.0,9338.0,0.12989933604626258
81611,0.0,346095.0,0.0,0.0,0.0,54434.0,400529.0,0.8640947347133416
81612,0.0,102741.0,0.0,0.0,0.0,8381.0,111122.0,0.9245783913176508
81615,0.0,44540.0,0.0,0.0,0.0,2695.0,47235.0,0.9429448502170001
81620,0.0,90952.0,0.0,0.0,0.0,9707.0,100659.0,0.9035655033330353
81621,0.0,32395.0,0.0,0.0,0.0,1220.0,33615.0,0.9637066785661164
81623,0.0,110981.0,0.0,0.0,0.0,20478.0,131459.0,0.8442251956883895
81624,0.0,1411.0,0.0,0.0,0.0,569.0,1980.0,0.7126262626262626
81625,0.0,1895.0,0.0,0.0,0.0,6267.0,8162.0,0.23217348689046802
81626,0.0,541.0,0.0,0.0,0.0,1324.0,1865.0,0.2900804289544236
81631,0.0,13122.0,0.0,0.0,0.0,4913.0,18035.0,0.7275852509010258
81632,0.0,54912.0,0.0,0.0,500.0,17402.0,72814.0,0.7541406872304777
81635,0.0,651.0,0.0,0.0,0.0,522.0,1173.0,0.5549872122762148
81637,0.0,4203.0,0.0,0.0,0.0,2196.0,6399.0,0.6568213783403657
81639,0.0,386.0,0.0,0.0,0.0,250.0,636.0,0.6069182389937107
81640,0.0,50.0,0.0,0.0,0.0,0.0,50.0,1.0
81641,0.0,1189.0,0.0,0.0,0.0,2661.0,3850.0,0.30883116883116885
81643,0.0,283.0,0.0,0.0,0.0,0.0,283.0,1.0
81645,0.0,2370.0,0.0,0.0,0.0,0.0,2370.0,1.0
81647,0.0,3405.0,0.0,0.0,0.0,1685.0,5090.0,0.668958742632613
81648,0.0,351.0,0.0,0.0,0.0,5855.0,6206.0,0.056558169513374154
81650,0.0,6072.0,0.0,0.0,0.0,833.0,6905.0,0.8793627805937726
81652,0.0,4715.0,0.0,0.0,0.0,1079.0,5794.0,0.8137728684846393
81654,0.0,28647.0,0.0,0.0,0.0,16196.0,44843.0,0.638828802711683
81655,0.0,2034.0,0.0,0.0,0.0,0.0,2034.0,1.0
81656,0.0,25845.0,0.0,0.0,0.0,0.0,25845.0,1.0
81657,0.0,116497.0,0.0,0.0,0.0,3819.0,120316.0,0.9682585857242595
81658,0.0,3309.0,0.0,0.0,0.0,38920.0,42229.0,0.07835847403443132
83706,0.0,0.0,0.0,0.0,0.0,360.0,360.0,0.0
89052,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0
89230,0.0,40.0,0.0,0.0,0.0,0.0,40.0,1.0
89304,0.0,119.0,0.0,0.0,0.0,0.0,119.0,1.0
89306,0.0,150.0,0.0,0.0,0.0,0.0,150.0,1.0
90910,0.0,50.0,0.0,0.0,0.0,0.0,50.0,1.0
92614,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0
94607,0.0,311.0,0.0,0.0,0.0,0.0,311.0,1.0
98059,0.0,250.0,0.0,0.0,0.0,0.0,250.0,1.0
